City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
343,Clonakilty,IE,51.6231,-8.8706,48.09,92,100,10.78,overcast clouds
344,Grenaa,DK,56.4158,10.8783,37.62,76,100,28.3,overcast clouds
345,Kutum,SD,14.2,24.6667,58.53,18,21,6.8,few clouds
346,Saint Anthony,US,45.0205,-93.218,6.13,58,100,8.05,overcast clouds
347,Tanabe,JP,33.7333,135.3667,43.93,62,100,1.99,overcast clouds
348,Marsh Harbour,BS,26.5412,-77.0636,76.05,79,15,7.92,few clouds
349,Dunedin,NZ,-45.8742,170.5036,51.8,85,100,15.01,light rain
350,Sibolga,ID,1.7427,98.7792,74.89,85,94,3.13,overcast clouds
351,Sharya,RU,58.3686,45.5144,16.16,95,100,7.16,overcast clouds
352,Meulaboh,ID,4.1363,96.1285,77.09,84,96,3.36,moderate rain
353,Mantua,IT,45.1667,10.7833,40.75,68,6,1.99,clear sky
354,Tahta,EG,26.7693,31.5021,53.71,33,0,5.19,clear sky
355,Praia,CV,14.9215,-23.5087,73.94,64,96,20.71,overcast clouds
356,Avera,US,33.194,-82.5271,68.05,54,76,7.09,broken clouds
357,Awjilah,LY,29.1081,21.2869,54.01,46,0,4.32,clear sky
358,Caiaponia,BR,-16.9567,-51.8103,71.11,88,32,1.01,scattered clouds
359,Champerico,GT,14.3,-91.9167,93.74,55,1,11.56,clear sky
360,Baykit,RU,61.67,96.37,-16.06,100,37,2.62,scattered clouds
361,Yei,SS,4.095,30.6779,74.68,35,17,0.63,few clouds
362,Caravelas,BR,-17.7125,-39.2481,76.59,85,100,5.08,overcast clouds
363,Morondava,MG,-20.2833,44.2833,80.78,83,99,2.57,light rain
364,Havre,FR,49.5833,0.3333,40.77,70,0,12.12,clear sky
365,Noumea,NC,-22.2763,166.4572,84.18,99,87,5.5,overcast clouds
366,Sola,VU,-13.8833,167.55,77.59,86,99,15.14,overcast clouds
367,Ion Roata,RO,44.6667,26.7667,37.42,57,84,12.84,broken clouds
368,Hays,US,30.0502,-98.0336,51.08,48,98,7.0,overcast clouds
369,Wenchi,GH,7.7392,-2.1046,80.8,55,95,6.04,overcast clouds
370,Xai-Xai,MZ,-25.0519,33.6442,72.75,83,1,4.36,clear sky
371,Camana,PE,-16.6228,-72.7111,72.36,77,90,5.35,overcast clouds
372,Mecca,SA,21.4267,39.8261,72.09,29,0,12.66,clear sky
373,Littleton,US,39.6133,-105.0166,46.9,45,75,4.61,broken clouds
374,Dosso,NE,13.049,3.1937,72.52,11,7,9.8,clear sky
375,Heyang,CN,26.1011,107.473,38.19,96,100,4.18,light rain
376,Usinsk,RU,65.9939,57.5281,7.36,94,100,15.39,light snow
377,Knysna,ZA,-34.0363,23.0471,70.18,91,91,2.93,overcast clouds
378,Tara,RU,56.8944,74.371,-1.07,94,94,7.7,overcast clouds
379,Teterow,DE,53.7833,12.5667,34.86,71,82,12.21,broken clouds
380,Tucuma,BR,-0.1833,-50.05,76.17,92,81,5.39,broken clouds
381,Srednekolymsk,RU,67.45,153.6833,-30.73,98,88,7.16,overcast clouds
382,Kupang,ID,-10.1667,123.5833,78.73,88,92,4.16,overcast clouds
383,Ejido,VE,8.5514,-71.2375,69.84,82,100,2.59,overcast clouds
384,Necochea,AR,-38.5473,-58.7368,64.04,61,1,4.47,clear sky
385,Northam,GB,51.0333,-4.2167,50.41,97,100,19.95,light rain
386,Burnie,AU,-41.0667,145.9167,64.92,72,100,12.5,overcast clouds
387,Tessalit,ML,20.1986,1.0114,65.21,14,0,5.93,clear sky
388,La Algaba,ES,37.4637,-6.0129,56.43,81,0,0.0,clear sky
389,Andrews,US,32.3187,-102.5457,49.66,26,0,5.99,clear sky
390,Colac,AU,-38.3333,143.5833,79.02,40,95,14.83,overcast clouds
391,Ulaangom,MN,49.9811,92.0667,-28.17,94,100,2.64,overcast clouds
392,Butka,RU,56.7179,63.7866,-3.3,100,100,3.06,overcast clouds
393,Redwater,US,33.3582,-94.2544,44.89,42,98,8.19,overcast clouds
394,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.11,92,85,3.91,overcast clouds
395,Chimbote,PE,-9.0853,-78.5783,73.17,76,98,9.71,overcast clouds
396,Chiredzi,ZW,-21.05,31.6667,69.53,56,7,5.68,clear sky
397,Zeya,RU,53.75,127.2667,-6.59,89,91,4.45,overcast clouds
398,Varzob,TJ,38.7737,68.8178,38.93,96,100,3.78,overcast clouds
399,Ginebra,CH,46.2022,6.1457,43.25,79,20,1.14,few clouds
400,Port Keats,AU,-14.25,129.55,80.69,77,20,3.53,few clouds
401,Pemba,MZ,-12.974,40.5178,75.9,94,75,6.91,broken clouds
402,Barillas,GT,15.8036,-91.3158,86.34,70,23,4.25,few clouds
403,Kodiak,US,57.79,-152.4072,40.51,60,0,8.05,clear sky
404,Bilma,NE,18.6853,12.9164,62.8,17,0,8.1,clear sky
405,Kartaly,RU,53.0522,60.6467,7.39,97,92,7.2,overcast clouds
406,Hay River,CA,60.8156,-115.7999,-4.02,77,100,11.5,light snow
407,Plettenberg Bay,ZA,-34.0527,23.3716,67.59,92,94,4.9,overcast clouds
408,Ambilobe,MG,-13.2,49.05,72.97,94,88,2.08,overcast clouds
409,Ambulu,ID,-8.345,113.6058,75.83,88,100,3.18,light rain
410,Vrangel,RU,42.7297,133.0839,15.37,58,2,8.12,clear sky
411,Buckeye,US,33.3703,-112.5838,84.97,7,0,10.36,clear sky
412,Sergeyevka,KZ,53.88,67.4158,4.68,98,99,2.04,overcast clouds
413,Forbes,AU,-33.3833,148.0167,76.91,44,0,9.86,clear sky
414,Jacareacanga,BR,-6.2222,-57.7528,75.02,97,100,2.26,moderate rain
415,Chapais,CA,49.7834,-74.8492,-13.22,92,99,7.05,overcast clouds
416,Riviere-Au-Renard,CA,48.9957,-64.3971,37.69,95,100,8.55,overcast clouds
417,Hualmay,PE,-11.0964,-77.6139,72.95,75,50,8.55,scattered clouds
418,Ratnagiri,IN,16.9833,73.3,73.76,54,17,6.17,few clouds
419,High Level,CA,58.5169,-117.136,5.11,85,100,10.36,snow
420,Lashio,MM,22.9333,97.75,45.68,87,10,1.97,clear sky
421,Lavrentiya,RU,65.5833,-171.0,-12.37,92,12,7.34,few clouds
422,Turayf,SA,31.6725,38.6637,41.25,65,0,4.61,clear sky
423,Pisco,PE,-13.7,-76.2167,73.45,68,0,24.16,clear sky
424,Kolyvan,RU,55.3053,82.7391,-18.42,98,9,3.62,clear sky
425,Laguna,US,38.421,-121.4238,79.3,38,0,1.99,clear sky
426,Klyuchi,RU,52.2667,79.1667,17.24,94,100,10.22,light snow
427,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.51,77,17,11.05,few clouds
428,Sorland,NO,67.667,12.6934,32.68,83,100,20.8,light snow
429,Natchitoches,US,31.7668,-93.1335,46.2,93,100,9.22,drizzle
430,Emirdag,TR,39.0197,31.15,34.16,70,100,1.54,overcast clouds
431,Ottawa,CA,45.4112,-75.6981,9.99,70,40,12.66,scattered clouds
432,Baryatino,RU,54.3121,34.521,21.25,94,57,11.12,broken clouds
433,Loanda,AO,-8.8368,13.2343,76.71,85,48,7.34,scattered clouds
434,Swiecie,PL,53.4095,18.4474,31.51,66,33,10.16,scattered clouds
435,Udachnyy,RU,66.4167,112.4,-19.28,100,80,2.8,broken clouds
436,Adre,TD,13.4667,22.2,67.62,11,75,13.06,broken clouds
437,Erzurum,TR,40.0,41.5,4.68,71,23,4.68,few clouds
438,Chaoyang,CN,41.5703,120.4586,8.76,84,8,4.03,clear sky
439,Tamiahua,MX,21.2667,-97.45,73.81,73,53,11.03,broken clouds
440,Kununurra,AU,-15.7667,128.7333,78.78,94,37,3.44,scattered clouds
441,Sedkyrkeshch,RU,61.75,50.9167,23.27,93,100,6.71,overcast clouds
442,Karlstad,SE,59.3793,13.5036,36.16,100,100,20.71,light rain
443,Vao,NC,-22.6667,167.4833,80.38,78,99,3.98,overcast clouds
444,Timmins,CA,48.4669,-81.3331,-7.78,64,20,3.44,few clouds
445,Darhan,MN,49.4867,105.9228,-20.2,100,99,1.52,overcast clouds
446,Shubarkuduk,KZ,49.1447,56.4872,17.31,99,100,2.59,overcast clouds
447,Uvelskiy,RU,54.4446,61.3574,0.97,98,98,3.78,overcast clouds
448,Zivinice,BA,44.4494,18.6497,32.22,86,0,2.3,clear sky
449,Riohacha,CO,11.5444,-72.9072,91.51,46,20,18.41,few clouds
450,Markapur,IN,15.7333,79.2833,67.33,90,42,1.03,scattered clouds
451,Berdigestyakh,RU,62.0989,126.6992,-17.64,99,100,3.0,overcast clouds
452,Daru,PG,-9.0763,143.2092,83.37,68,1,9.06,clear sky
453,Port Macquarie,AU,-31.4333,152.9167,69.89,94,75,6.91,broken clouds
454,Bousse,BF,12.6606,-1.8922,78.37,11,4,9.13,clear sky
455,Puri,IN,19.8,85.85,59.52,62,36,7.81,scattered clouds
456,Paamiut,GL,61.994,-49.6678,17.92,93,100,3.78,overcast clouds
457,Puerto Ayacucho,VE,5.6639,-67.6236,94.78,66,95,7.14,overcast clouds
458,Matara,LK,5.9485,80.5353,74.95,90,100,0.47,overcast clouds
459,Dong Hoi,VN,17.4833,106.6,71.64,93,100,9.01,overcast clouds
460,Dicabisagan,PH,17.0818,122.4157,75.31,88,86,7.61,overcast clouds
461,Ucluelet,CA,48.9329,-125.5528,55.09,75,3,1.01,clear sky
462,Naze,JP,28.3667,129.4833,63.52,88,99,8.99,overcast clouds
463,Phan Thiet,VN,10.9333,108.1,73.94,81,50,6.42,scattered clouds
464,Sapele,NG,5.8941,5.6767,79.16,81,93,4.34,overcast clouds
465,Aksarka,RU,66.5606,67.7975,-16.44,98,100,6.22,overcast clouds
466,Wexford,IE,52.3342,-6.4575,49.57,94,100,11.68,overcast clouds
467,Campos,BR,-21.75,-41.3,71.89,94,99,3.78,overcast clouds
468,Rio Gallegos,AR,-51.6226,-69.2181,68.05,26,20,20.71,few clouds
469,Forestville,US,38.8451,-76.875,56.43,42,40,9.22,scattered clouds
470,Omsukchan,RU,62.5333,155.8,-27.36,95,42,3.6,scattered clouds
471,Port Townsend,US,48.117,-122.7605,57.92,66,0,6.91,clear sky
472,Monywa,MM,22.1167,95.1333,59.31,42,27,8.68,scattered clouds
473,Sadiqabad,PK,28.3062,70.1307,59.95,24,0,2.59,clear sky
474,Sarkikaraagac,TR,38.0794,31.3664,30.58,76,95,2.39,overcast clouds
475,Eisiskes,LT,54.1667,25.0,28.18,74,54,10.2,broken clouds
476,Kayerkan,RU,69.3497,87.7602,-11.02,78,15,7.4,few clouds
477,Nhulunbuy,AU,-12.2333,136.7667,84.81,74,8,3.44,clear sky
478,Boa Vista,BR,2.8197,-60.6733,89.58,43,20,11.5,few clouds
479,Atherton,GB,53.5237,-2.4935,48.27,92,100,3.0,overcast clouds
480,Coihaique,CL,-45.5752,-72.0662,84.81,65,46,4.36,scattered clouds
481,Seymchan,RU,62.8833,152.4333,-41.96,100,84,0.31,broken clouds
482,Mayo,US,38.8876,-76.5119,57.31,54,0,5.75,clear sky
483,Nipawin,CA,53.3668,-104.0009,-3.96,77,0,9.22,clear sky
484,Tazovskiy,RU,67.4667,78.7,-7.35,90,6,14.92,clear sky
485,Antsohihy,MG,-14.8796,47.9875,72.25,96,1,1.48,light rain
486,Les Cayes,HT,18.2,-73.75,78.39,70,12,7.09,few clouds
487,Lakselv,NO,70.0513,24.9718,8.42,72,20,9.22,few clouds
488,Buribay,RU,51.9617,58.1592,9.73,97,45,6.42,scattered clouds
489,Melfort,CA,52.8667,-104.6177,-0.27,38,17,2.3,few clouds
490,Candido Mota,BR,-22.7464,-50.3869,71.17,79,0,3.71,clear sky
491,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,74,20,13.8,few clouds
492,Lyskovo,RU,56.0328,45.0422,12.07,97,67,8.63,broken clouds
493,Mattru,SL,7.6244,-11.8332,73.24,93,21,1.86,few clouds
494,Riyadh,SA,24.6877,46.7219,51.94,40,0,9.86,clear sky
495,Blantyre,MW,-15.785,35.0085,63.77,96,85,4.61,overcast clouds
496,Trairi,BR,-3.2778,-39.2689,78.26,83,77,6.89,broken clouds
497,Anahuac,MX,27.2333,-100.15,64.24,31,70,23.67,broken clouds
498,Mehamn,NO,71.0357,27.8492,27.28,73,91,21.16,light snow
499,Lasa,IT,46.6166,10.7002,31.46,43,39,1.5,scattered clouds
500,San Francisco Menendez,SV,13.8431,-90.0158,84.15,54,4,6.44,clear sky
501,Ciudad Bolivar,VE,8.1222,-63.5497,82.85,51,75,12.93,broken clouds
502,Marivan,IR,35.5219,46.176,24.17,67,3,8.5,clear sky
503,Myitkyina,MM,25.3833,97.4,50.61,92,3,2.68,clear sky
504,Tarbes,FR,43.25,0.1667,42.91,93,100,3.44,overcast clouds
505,Barentu,ER,15.1139,37.5928,63.72,63,0,3.44,clear sky
506,Litovko,RU,49.2361,135.1742,12.24,96,100,2.59,light snow
507,Clarksburg,US,39.2807,-80.3445,42.53,50,20,8.05,few clouds
508,Zaysan,KZ,47.4667,84.8667,14.27,93,100,0.13,overcast clouds
509,Port Moresby,PG,-9.4431,147.1797,78.22,83,20,5.75,few clouds
510,Karachi,PK,24.9056,67.0822,55.22,76,0,0.0,haze
511,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,16.11,scattered clouds
512,Tiarei,PF,-17.5333,-149.3333,87.82,73,93,14.43,light rain
513,Benguela,AO,-12.5763,13.4055,76.24,70,79,4.32,broken clouds
514,Eyl,SO,7.9803,49.8164,74.71,66,100,12.21,overcast clouds
515,Fontenay-Le-Comte,FR,46.5833,-1.0,37.04,82,39,5.93,scattered clouds
516,Varzelandia,BR,-15.7014,-44.0275,68.27,93,100,2.82,overcast clouds
517,Naryan-Mar,RU,67.6713,53.087,11.25,95,98,9.73,overcast clouds
518,Yantal,RU,56.8471,105.2542,-27.85,100,72,2.55,broken clouds
519,Peterhead,GB,57.5058,-1.7981,44.56,77,62,22.37,broken clouds
520,Clinton,US,42.587,-82.9199,22.08,64,100,8.05,overcast clouds
521,Palma Del Rio,ES,37.7002,-5.2812,57.07,88,99,3.91,overcast clouds
522,Vostok,RU,46.4856,135.8833,2.79,97,100,2.08,overcast clouds
523,Khani,GE,41.9563,42.9566,27.97,81,4,5.73,clear sky
524,Muli,MV,2.9167,73.5667,80.74,74,100,5.97,overcast clouds
525,Pandamatenga,BW,-18.5278,25.627,64.56,92,95,4.18,overcast clouds
526,Talakan,RU,50.3167,130.3667,1.02,98,100,2.51,overcast clouds
527,Dunmore East,IE,52.1514,-6.9861,49.68,75,100,12.12,overcast clouds
528,Simpang,ID,-1.2667,104.0833,74.07,98,100,2.13,overcast clouds
529,Kearney,US,40.6995,-99.0815,43.36,27,0,11.5,clear sky
530,Blackfoot,US,43.1905,-112.345,35.76,85,26,3.58,scattered clouds
531,Airai,TL,-8.9266,125.4092,62.64,88,82,2.62,broken clouds
532,Elizabeth City,US,36.2946,-76.2511,66.25,43,0,5.75,clear sky
533,Tiznit,MA,29.5833,-9.5,56.82,53,4,3.44,clear sky
534,San Francisco,US,37.7749,-122.4194,81.1,50,44,4.0,scattered clouds
535,Katherine,AU,-14.4667,132.2667,80.92,78,5,0.0,clear sky
536,Galle,LK,6.0367,80.217,75.54,87,100,1.14,overcast clouds
537,Fukue,JP,32.6881,128.8419,51.84,84,100,17.27,overcast clouds
538,Nizhnevartovsk,RU,60.9344,76.5531,-6.99,77,0,11.18,clear sky
539,Limoges,FR,45.75,1.3333,41.56,52,0,3.44,clear sky
540,Soe,ID,-9.8607,124.284,68.41,91,96,2.57,overcast clouds
541,Lima,PE,-12.0432,-77.0282,74.39,84,0,9.22,clear sky
542,Cayenne,GF,4.9333,-52.3333,77.09,86,0,5.99,clear sky
543,Kilinochchi,LK,9.3961,80.3982,76.15,83,100,10.16,moderate rain
544,Prykolotne,UA,50.1604,37.3474,18.79,93,22,8.9,few clouds
545,Pangkalanbuun,ID,-2.6833,111.6167,73.42,93,100,2.19,overcast clouds
546,Sioux Lookout,CA,50.1001,-91.917,-7.22,54,75,4.61,broken clouds
547,Laurel,US,39.0993,-76.8483,56.66,44,0,12.66,clear sky
548,Sakakah,SA,29.9697,40.2064,45.97,41,0,3.76,clear sky
549,Qingdao,CN,36.0986,120.3719,31.6,100,100,2.24,fog
550,Gigmoto,PH,13.7796,124.39,77.13,89,100,13.27,overcast clouds
551,San Juan,AR,-31.5375,-68.5364,73.44,22,8,4.32,clear sky
552,Shache,CN,38.4167,77.2406,36.21,36,100,4.21,overcast clouds
553,Mahajanga,MG,-15.7167,46.3167,78.82,94,20,1.14,few clouds
554,Ondjiva,AO,-17.0667,15.7333,69.08,86,100,3.6,moderate rain
555,Utran,IN,21.2333,72.8667,67.93,28,6,5.59,clear sky
556,Soria,ES,41.6667,-2.6667,38.86,94,98,0.6,overcast clouds
557,Zlobin,HR,45.2924,14.6541,35.15,53,0,6.91,clear sky
558,Mount Isa,AU,-20.7333,139.5,80.37,69,40,2.3,scattered clouds
559,Oussouye,SN,12.485,-16.5469,76.8,23,3,7.36,clear sky
560,Mudu,CN,31.252,120.5118,43.99,93,100,7.7,overcast clouds
561,Plymouth,US,41.8334,-70.8328,55.22,59,0,14.97,clear sky
562,Henties Bay,NA,-22.116,14.2845,70.86,84,95,3.71,light rain
563,Piracicaba,BR,-22.7253,-47.6492,78.53,85,50,8.19,scattered clouds
564,Acarau,BR,-2.8856,-40.12,79.56,80,96,10.96,overcast clouds
565,Mnogovershinnyy,RU,53.9353,139.9242,1.44,98,100,2.68,overcast clouds
566,Marica,BR,-22.9194,-42.8186,77.16,89,30,7.49,scattered clouds
567,Tilichiki,RU,60.4667,166.1,-17.79,90,12,8.88,few clouds
568,Taoudenni,ML,22.6783,-3.9836,63.27,21,0,10.45,clear sky
569,Kumluca,TR,36.3703,30.2869,45.68,76,30,3.62,scattered clouds
570,Atar,MR,20.5169,-13.0499,68.16,24,38,8.21,scattered clouds
571,Osmena,PH,10.5208,119.9258,79.25,86,98,12.82,overcast clouds
572,Venado Tuerto,AR,-33.7456,-61.9688,62.78,35,0,8.88,clear sky
573,Kamaishi,JP,39.2667,141.8833,34.5,61,79,5.91,broken clouds
574,Aykhal,RU,66.0,111.5,-8.57,83,86,4.38,overcast clouds
575,Jacksonville,US,30.3322,-81.6556,68.22,65,75,8.05,broken clouds
576,Dao,PH,11.3937,122.6856,75.31,93,89,1.97,overcast clouds
577,Finschhafen,PG,-6.6024,147.8681,81.95,75,98,2.19,overcast clouds
578,Abu Samrah,SY,35.3029,37.1841,46.2,77,1,5.17,clear sky
579,Dingzhou,CN,38.5131,114.9956,26.71,95,100,7.67,light snow
580,Kenai,US,60.5544,-151.2583,33.89,88,100,3.44,mist
581,Zonguldak,TR,41.25,31.8333,34.03,93,98,2.51,overcast clouds
582,Villa Maria,AR,-32.4075,-63.2402,63.82,63,0,7.14,clear sky
583,Vakhrushev,RU,48.9833,142.9667,20.66,94,100,11.03,light snow
584,Pryozerne,UA,45.2698,36.3303,37.76,71,99,18.84,overcast clouds
585,Roma,US,43.2128,-75.4557,28.26,77,96,11.99,overcast clouds
586,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.62,88,93,5.21,overcast clouds
587,Guamuchil,MX,25.4667,-108.1,77.68,21,86,9.08,overcast clouds
588,Basoko,CD,1.2391,23.616,78.17,58,100,1.95,overcast clouds
589,Yerbogachen,RU,61.2767,108.0108,-24.63,100,97,1.7,overcast clouds
590,Porbandar,IN,21.6422,69.6093,66.81,50,3,8.59,clear sky
591,Alta Floresta,BR,-9.8756,-56.0861,71.74,98,99,2.89,light rain
592,Sfantu Gheorghe,RO,45.8667,25.7833,28.65,90,8,3.74,clear sky
593,Alenquer,BR,-1.9417,-54.7383,79.14,90,98,3.36,overcast clouds
594,Linjiang,CN,41.8069,126.9078,10.18,96,95,2.68,overcast clouds
595,Ulety,RU,51.3572,112.4849,-19.43,99,45,1.7,scattered clouds
596,Beaufort,MY,5.3473,115.7455,75.36,96,100,3.0,overcast clouds
597,Blessington,IE,53.17,-6.5325,47.1,88,75,13.8,broken clouds
598,Huicheng,CN,23.0385,116.2899,58.95,88,98,9.46,overcast clouds
599,Le Pont-De-Claix,FR,45.1244,5.7064,43.61,77,100,3.76,overcast clouds
600,Mount Pleasant,US,32.7941,-79.8626,64.54,60,40,3.44,scattered clouds
601,Le Port,RE,-20.9373,55.2919,78.76,76,8,6.44,clear sky
602,Marzuq,YE,14.4,46.4667,62.06,61,34,1.05,scattered clouds
603,Hambantota,LK,6.1241,81.1185,76.37,84,77,7.36,broken clouds
604,Mahibadhoo,MV,3.7833,72.9667,80.42,75,100,2.93,overcast clouds
605,Hami,CN,42.8,93.45,26.33,55,75,5.44,broken clouds
606,Lagdo,CM,9.05,13.7333,76.44,15,43,2.15,scattered clouds
607,Chontalpa,MX,17.7,-93.5167,77.76,85,63,5.99,broken clouds
608,Baijiantan,CN,45.6333,85.1833,17.55,86,100,8.08,light snow
609,Manzhouli,CN,49.6,117.4333,-18.22,100,72,2.3,broken clouds
610,Moose Factory,CA,51.2585,-80.6094,-7.6,54,66,9.22,broken clouds
611,Flin Flon,CA,54.7682,-101.865,-2.36,55,0,5.75,clear sky
612,Sangar,RU,63.9242,127.4739,-23.71,99,100,3.06,overcast clouds
613,Matehuala,MX,23.65,-100.65,67.89,22,37,1.57,scattered clouds
614,Tabas,IR,33.5959,56.9244,51.55,51,89,9.82,overcast clouds
615,Kodinar,IN,20.7903,70.7031,67.26,33,1,6.87,clear sky
616,Bosaso,SO,11.2842,49.1816,74.93,71,82,4.54,broken clouds
617,Ilhabela,BR,-23.7781,-45.3581,74.66,86,75,6.11,broken clouds
618,Vestmannaeyjar,IS,63.4427,-20.2734,29.44,77,26,4.07,scattered clouds
619,Melville,US,40.7934,-73.4151,54.95,41,87,5.01,overcast clouds
620,Hwange,ZW,-18.3693,26.5019,67.05,93,84,2.55,broken clouds
621,Odweyne,SO,9.4092,45.064,61.16,70,100,8.84,overcast clouds
622,Bonga,ET,7.2833,36.2333,62.08,75,43,2.28,scattered clouds
623,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.05,89,83,3.11,broken clouds
624,Hobyo,SO,5.3505,48.5268,76.77,69,96,12.57,overcast clouds
625,Bahile,PH,9.9995,118.7878,74.3,94,100,3.2,moderate rain
626,Hirara,JP,24.8,125.2833,66.06,100,75,8.05,mist
627,Guaymas,MX,27.9333,-110.9,83.88,64,75,11.5,broken clouds
628,Teknaf,BD,20.8624,92.3058,58.39,62,98,12.03,overcast clouds
629,Namibe,AO,-15.1961,12.1522,74.86,82,92,4.0,overcast clouds
630,Krasnogorskoye,RU,52.2953,86.1979,-11.92,98,23,4.54,few clouds
631,Muroto,JP,33.2833,134.15,46.44,76,100,13.96,overcast clouds
632,Wilmington,US,34.2257,-77.9447,60.98,53,100,6.4,overcast clouds
633,Vilyuysk,RU,63.7553,121.6247,-27.51,100,100,2.55,overcast clouds
634,Valparaiso,CL,-33.0393,-71.6273,67.64,74,20,11.5,few clouds
635,Kirkwood,US,38.5834,-90.4068,26.49,58,40,10.36,scattered clouds
636,Cedar City,US,37.6775,-113.0619,57.18,15,0,3.44,clear sky
637,Amga,RU,60.8953,131.9608,-28.48,100,100,2.06,overcast clouds
638,Atasu,KZ,48.6814,71.6433,17.26,95,100,13.65,overcast clouds
639,Cassilandia,BR,-19.1133,-51.7342,74.7,84,55,3.49,broken clouds
640,Shaunavon,CA,49.6501,-108.4181,29.98,83,18,6.02,few clouds
641,Kastamonu,TR,41.5,33.6667,30.69,92,100,3.6,overcast clouds
642,Ivanteyevka,RU,55.9711,37.9208,27.23,92,79,11.16,broken clouds
643,Haines Junction,CA,60.7522,-137.5108,40.95,38,37,10.36,scattered clouds
644,Lexington,US,37.9887,-84.4777,32.95,71,100,9.22,overcast clouds
645,Richards Bay,ZA,-28.783,32.0377,72.52,88,0,9.35,clear sky
646,Choya,RU,52.0108,86.5467,-5.3,93,6,4.65,clear sky
647,Kangaatsiaq,GL,68.3065,-53.4641,-1.26,84,100,20.2,overcast clouds
648,Cabedelo,BR,-6.9811,-34.8339,83.07,77,38,7.81,scattered clouds
649,Homer,US,59.6425,-151.5483,37.78,86,75,4.61,broken clouds
650,Victor Harbor,AU,-35.5667,138.6167,88.47,31,81,1.99,broken clouds
651,Touros,BR,-5.1989,-35.4608,83.3,78,30,9.06,scattered clouds
652,Kaduqli,SD,11.0167,29.7167,73.81,15,2,12.28,clear sky
653,Lamar,US,33.6668,-95.5836,43.99,22,0,17.27,clear sky
654,Havelock,US,34.8791,-76.9013,62.58,72,75,11.5,broken clouds
655,Cooma,AU,-36.2333,149.1333,58.77,77,6,13.8,clear sky
656,Olinda,BR,-8.0089,-34.8553,83.93,74,40,5.75,scattered clouds
657,Honningsvag,NO,70.9821,25.9704,29.79,64,99,21.85,snow
658,Bambanglipuro,ID,-7.95,110.2833,62.6,86,100,4.47,overcast clouds
659,Mandali,IQ,33.7499,45.5541,55.0,53,0,8.37,clear sky
660,Andra,RU,62.5147,65.8878,2.3,97,100,7.99,overcast clouds
661,Kouroussa,GN,10.65,-9.8833,76.19,15,5,3.47,clear sky
662,Angoche,MZ,-16.2325,39.9086,76.23,92,98,5.28,light rain
663,Nerchinskiy Zavod,RU,51.3088,119.61,-27.2,100,99,2.48,overcast clouds
664,Denpasar,ID,-8.65,115.2167,78.46,88,20,8.05,few clouds
665,Varkkallai,IN,8.7341,76.7067,78.58,85,99,6.13,overcast clouds
666,Belmonte,BR,-15.8631,-38.8828,81.1,81,29,6.49,scattered clouds
667,Tabuk,PH,17.4189,121.4443,69.66,92,92,2.53,overcast clouds
668,Asau,RO,46.4333,26.4,29.75,92,63,2.86,broken clouds
669,Pisa,IT,43.7155,10.3966,47.37,65,0,8.05,clear sky
670,Kamenka,RU,51.3223,42.7678,28.74,96,90,9.31,overcast clouds
671,Nahrin,AF,36.0649,69.1334,37.29,86,100,0.63,overcast clouds
672,Casper,US,42.8666,-106.3131,39.51,47,0,17.27,clear sky
673,Sunyani,GH,7.3399,-2.3268,75.88,68,90,5.35,overcast clouds
674,San Angelo,US,31.4638,-100.437,52.02,26,0,13.8,clear sky
675,Puerto Escondido,MX,15.85,-97.0667,84.06,52,30,5.75,scattered clouds
676,Alexander City,US,32.944,-85.9539,68.18,32,0,4.61,clear sky
677,Loiza,PR,18.4313,-65.8802,75.87,91,75,23.02,broken clouds
678,Gillette,US,44.2911,-105.5022,40.24,44,100,24.16,overcast clouds
679,Slyudyanka,RU,51.6594,103.7061,-16.15,94,68,4.16,broken clouds
680,Areka,ET,7.0667,37.7,64.94,44,77,4.21,broken clouds
681,Roquetas De Mar,ES,36.7642,-2.6148,55.62,76,17,0.38,few clouds
682,Kukmor,RU,56.1855,50.8944,21.0,95,97,9.48,overcast clouds
683,Yibin,CN,28.7667,104.6238,45.63,87,99,3.78,overcast clouds
684,Palmer,US,42.1584,-72.3287,50.41,52,75,14.97,broken clouds
685,Azul,AR,-36.777,-59.8585,59.79,53,5,4.07,clear sky
686,Chunoyar,RU,57.4467,97.3217,-14.04,99,16,4.83,few clouds
687,Ambikapur,IN,23.1167,83.2,47.3,43,6,2.13,clear sky
688,Axim,GH,4.8699,-2.2405,78.66,87,48,5.12,light rain
689,Mogadishu,SO,2.0371,45.3438,76.69,79,100,19.69,overcast clouds
690,Faya,SA,18.3851,42.4509,57.72,63,6,6.89,clear sky
691,Carbondale,US,37.7273,-89.2168,29.98,63,75,6.91,broken clouds
692,Sindgi,IN,16.9167,76.2333,70.57,41,49,8.25,scattered clouds
693,Kalmunai,LK,7.4167,81.8167,75.42,90,100,5.66,light rain
694,Suleja,NG,9.1758,7.1808,78.84,13,10,6.06,clear sky
